	organism_name	taxid
103910	Aphanothece hegewaldii CCALA 016	2107694
103940	Mesoflavibacter sp. HG96	2109944
103941	Mesoflavibacter aestuarii	1266046
103942	Mesoflavibacter sabulilitoris	1520893
103943	Mesoflavibacter sp. HG37	2109943
103945	Phreatobacter cathodiphilus	1868589
103946	Ottowia oryzae	2109914
103947	Thalassococcus sp. SH-1	2109625
103948	Melaminivora sp. SC2-9	2109913
103949	Simplicispira suum	2109915
103954	Trichococcus alkaliphilus	2052943
104042	Enterobacter cloacae complex sp. FDA-CDC-AR_0132	2077137
104052	Gulosibacter molinativorax	256821
104053	Phyllobacterium endophyticum	1149773
104054	Phyllobacterium brassicacearum	314235
104055	Phyllobacterium sophorae	1520277
104063	Synechococcus lacustris	2116544
104099	Blautia sp. SG-772	2109334
104100	Cyanobium usitatum str. Tous	2116684
104101	Massilia glaciei	1524097
104102	Nitrosomonas sp. APG5	2116706
104103	Halomonas sp. ND22Bw	2054178
104104	Streptosporangium nondiastaticum	35764
104106	Peptostreptococcus russellii	215200
104107	Halomonadaceae bacterium R4HLG17	2081032
104115	Mesorhizobium soli	1295366
104116	Sphingosinicella sp. GL-C-18	2116704
104117	Mesorhizobium ephedrae	2116701
104118	Zobellella endophytica	2116700
104119	Zobellella taiwanensis	347535
104120	Sphingosinicella vermicomposti	614671
104123	Sphingobacteriales bacterium UPWRP_1	2116516
104125	Pannonibacter carbonis	2067569
104127	Neisseria iguanae	90242
104130	Pseudomonas sp. S5D5	2083056
104132	Brevibacillus sp. NRRL NRS-1210	2126352
104135	Brevibacillus sp. NRRL NRS-603	2126351
104136	Brevibacillus sp. NRRL B-41110	2126350
104143	Melaminivora sp. SC2-7	2116657
104144	[Candida] pseudohaemulonis	418784
104145	Streptomyces sp. 111WW2	1945515
104146	Micromonospora sp. MH33	1945509
104147	Cyanothece sp. BG0011	2082950
104148	Limimaricola soesokkakensis	1343159
104149	Fusobacterium naviforme	77917
104150	Shimia abyssi	1662395
104151	Murinocardiopsis flavida	645275
104152	Prolixibacter denitrificans	1541063
104153	Taibaiella chishuiensis	1434707
104154	Haloactinopolyspora alba	648780
104155	Cecembia rubra	1485585
104156	Chitinophaga ginsengisoli	363837
104157	Marinobacterium halophilum	267374
104158	Fibrobacter sp. UWS2	1896221
104159	Planomicrobium soli	1176648
104160	Labedella gwakjiensis	390269
104161	Dyadobacter jiangsuensis	1591085
104162	Salsuginibacillus halophilus	517424
104163	Saccharothrix carnea	1280637
104164	Chitinophaga niastensis	536980
104170	Variovorax sp. WS11	1105204
104172	Pseudomonas sp. R9.37	1390498
104175	Clostridium sp. NJ4	2126737
104177	Nitratireductor sp. StC3	2126741
104181	Chroococcidiopsis sp. CCALA 051	869949
104182	Caulobacter segnis	88688
104183	Candidatus Phycorickettsia trachydisci	2115978
104184	Aeromonas rivipollensis	948519
104185	Ahniella affigens	2021234
104186	Campylobacter blaseri	2042961
104187	Synechocystis sp. IPPAS B-1465	2116702
104219	filamentous cyanobacterium CCP5	2107701
104222	filamentous cyanobacterium CCT1	2107702
104223	Siccibacter turicensis	357233
104269	filamentous cyanobacterium CCP4	2107699
104283	Sphingobium sp. AEW4	2116625
104285	Fusobacterium ulcerans	861
104288	Microcystis sp. MC19	1967666
104291	Variovorax sp. PMC12	2126319
104294	Amorphotheca resinae ATCC 22711	857342
104298	Oceanobacillus iheyensis	182710
104302	Bradyrhizobium sp. MOS004	2133945
104303	Bradyrhizobium sp. MOS002	2133947
104304	Bradyrhizobium sp. MOS003	2133946
104326	Chryseobacterium aurantiacum	2116499
104340	filamentous cyanobacterium CCP3	2107704
104342	Rhodococcus sp. AD45-ID	2127033
104343	Kluyvera ascorbata	51288
104345	Adhaeribacter sp. HMF7605	2072846
104347	Nocardia sp. MDA0666	2135448
104348	Gramella sp. SH35	2126553
104349	Streptomyces sp. A217	2109333
104350	Streptomyces sp. CS149	2109332
104351	Arenimonas caeni	2058085
104358	Pseudomonas sp. BBP2017	2109731
104361	Ensifer sp. NM-2	2109730
104362	Arthrobacter woluwensis	156980
104363	Enterobacter sp. FS01	2109729
104364	Acinetobacter sp. WCHAc060041	2136183
104365	Acinetobacter sp. WCHAc060092	2136182
104368	Rhizobium sp. JAB6	2127050
104370	[Clostridium] lavalense	460384
104371	Lachnoclostridium sp. SNUG30370	2126739
104372	Lachnoclostridium sp. SNUG30099	2126738
104373	Lachnoclostridium sp. SNUG30386	2126740
104375	Muribaculaceae bacterium DSM 103720	2094237
104376	Muribaculaceae bacterium DSM 100764	2094239
104377	Muribaculaceae bacterium DSM 100739	2094240
104378	Muribaculaceae bacterium DSM 100746	2094241
104380	Muribaculaceae bacterium DSM 100749	2094238
104381	Bifidobacterium callitrichos	762209
104383	Brumimicrobium mesophilum	392717
104384	Rhizobium sp. SEMIA4064	2127048
104387	Trichoderma harzianum CBS 226.95	983964
104388	Trichoderma asperellum CBS 433.97	1042311
104389	Trichoderma citrinoviride	58853
104391	Corynebacterium glutamicum ZL-2	1304280
104399	Photobacterium sp. NCIMB 13483	2022103
104403	Photobacterium lutimaris	388278
104406	Photobacterium frigidiphilum	264736
104429	Photobacterium sp. GB-210	2022104
104430	Photobacterium sp. GB-72	2022105
104431	Photobacterium sp. GB-56	2022106
104432	Photobacterium sp. GB-36	2022108
104433	Photobacterium sp. GB-3	2022110
104434	Photobacterium sp. GB-1	2022111
104435	Photobacterium sp. GB-27	2022109
104436	Photobacterium indicum	81447
104440	Photobacterium profundum	74109
104448	Photobacterium rosenbergii	294936
104449	Photobacterium lipolyticum	266810
104463	Photobacterium sp. GB-50	2022107
104505	Escherichia sp. 20412-1	2137853
104516	Escherichia sp. 4726-5	2137852
104522	Micromonospora sp. RP3T	2135446
104540	Shewanella morhuae	365591
104543	Pectobacterium punjabense	2108399
104544	Deinococcus sp. OD32	2136176
104545	Serratia sp. Nf2	2116540
104546	Kosakonia sp. H7A	2054598
104547	Stenotrophomonas sp. Nf1	2116539
104548	Sulfitobacter sp. CB-A	2136174
104549	Kluyvera sp. Nf5	2116543
104550	Stenotrophomonas sp. Nf4	2116542
104551	Bacillus sp. Nf3	2116541
104557	Lactobacillus sp. D1501	2108362
104558	Massilia armeniaca	2072590
104563	Acidovorax avenae subsp. avenae	80870
104564	Pedobacter yulinensis	2126353
104568	Acidovorax cattleyae	80868
104586	Plantactinospora sp. BC1	2108470
104588	Plantactinospora sp. BB1	2071627
104591	Megasphaera stantonii	2144175
104592	Thauera aromatica K172	44139
104594	Halomonas sp. SL1	2137478
104605	Agrobacterium sp. LAD9	2055153
104618	Halomonas sp. 'Soap Lake #6'	1949203
104622	Neophocaena asiaeorientalis asiaeorientalis	1706337
104625	Thalassobius sp. I31.1	2109912
104626	Pseudomonas sp. S1E44	2137766
104656	Streptomyces sp. P3	2135430
104657	Halomonas sp. SF2003	2136172
104658	Pseudomonas sp. s211(2017)	2045200
104663	[Pseudomonas] geniculata	86188
104669	Sphingomonas fennica	114404
104670	Mycoplasma leachii 06049	1188244
104671	Mycoplasma mycoides subsp. mycoides B345/93	1188251
104672	Mycoplasma mycoides subsp. mycoides KH3J	1188258
104673	Mycoplasma mycoides subsp. mycoides C425/93	1188255
104674	Mycoplasma mycoides subsp. mycoides str. Gemu Goffa	1188259
104675	Mycoplasma mycoides subsp. mycoides PO-67	1188248
104686	Thauera sp. D20	2136175
104689	Mesorhizobium helmanticense	1776423
104691	Rhodobacter blasticus DSM 2131	1188250
104692	Cereibacter changlensis JA139	1188249
104693	Rhodobacter veldkampii DSM 11550	1185920
104878	Shigella sp. SHS-1	2116500
104879	Shigella sp. SHS-3	2116502
104880	Shigella sp. SHS-6	2116505
104881	Shigella sp. SHS-5	2116504
104882	Shigella sp. SHS-8	2116507
104883	Shigella sp. SHS-10	2116509
104885	Shigella sp. SHS-7	2116506
104887	Shigella sp. SHS-9	2116508
104999	Streptomyces sp. A244	2137016
105133	Prevotella sp. oral taxon 820	2081962
105134	Prevotella sp. oral taxon 313	652722
105135	Prevotella sp. oral taxon 376	712466
105136	Lachnospiraceae bacterium oral taxon 096	712982
105137	Candidatus Methylomirabilis limnetica	2033718
105138	Alkalicoccus saliphilus	200989
105143	Conexibacter sp. Seoho-28	2133960
105146	Rathayibacter caricis DSM 15933	1328867
105147	Vitiosangium sp. GDMCC 1.1324	2138576
105150	Neisseria subflava	28449
105155	Neisseria bergeri	1906581
105159	Neisseria weaveri	28091
105162	Neisseria elongata	495
105166	Neisseria cinerea	483
105172	Neisseria wadsworthii	607711
105184	Neisseria polysaccharea	489
105211	Halomonas sp. SYSU XM8	2109329
105212	Halomonas sp. SYSU ZJ2214	2109328
105215	Lactobacillus sp. PFC-70	2138308
105218	Bosea sp. 124	2135642
105219	Phreatobacter oligotrophus	1122261
105220	Nitrosomonas sp. Nm141	2135771
105222	Nitrosomonas nitrosa	52442
105223	Marinobacter sp. PT19DW	2135610
105224	Sphingomonas aerolata	185951
105225	Desmospora activa DSM 45169	1121389
105227	Nitrosomonas eutropha	916
105228	Oceanicaulis sp. PT13A	2135616
105229	Nitrosospira sp. Nsp22	2135784
105230	Leptospira borgpetersenii serovar Javanica	280504
105232	Mycoplana dimorpha	28320
105233	Novosphingobium sp. GV064	2135692
105234	Dietzia psychralcaliphila	139021
105235	Rhodovulum imhoffii	365340
105236	Streptomyces sp. VMFN-G11Ma	2135609
105237	Nitrosomonas aestuarii	52441
105238	Nitrosospira sp. Nsp6	2135782
105239	Mangrovibacterium marinum	1639118
105240	Escherichia sp. MOD1-EC6475	2162662
105241	Bacillus sp. Rc4	2138209
105243	Desulfonatronum sp. SC1	2109626
105256	Celeribacter baekdonensis	875171
105259	Bacillus sp. ZY-1-1	2093834
105261	Carboxydocella thermautotrophica	178899
105262	Bacillus sp. Y-01	2052936
105264	Nocardioides terrigena	424797
105265	Nocardioides allogilvus	2072017
105266	Nocardioides sediminis	433648
105278	Streptomyces chartreusis	1969
105330	Lysinibacillus meyeri	1071052
105331	Lysinibacillus parviboronicapiens	436516
105333	Lysinibacillus tabacifolii	1173107
105336	Lysinibacillus chungkukjangi	1202712
105337	Lysinibacillus fluoroglycofenilyticus	1239396
105338	Lysinibacillus mangiferihumi	1130819
105340	Oceanimonas marisflavi	2059724
105344	Dickeya sp. Secpp 1600	2037915
105357	Vibrio sp. 10N.286.51.C3	2056190
105358	Vibrio sp. 10N.286.48.B8	2056189
105359	Vibrio sp. 10N.286.45.A3	2056188
105381	Vibrio sp. ZF 223	2056191
105383	Sphingomonas oleivorans	1735121
105386	Sphingomonas aurantiaca	185949
105387	Paraburkholderia sp. GV072	2135698
105388	Sphingomonas sp. PP-CE-3G-477	2135660
105389	Mucilaginibacter yixingensis	1295612
105390	Celeribacter persicus	1651082
105391	Nitrosomonas oligotropha	42354
105392	Nitrosospira sp. Nsp5	200119
105393	Pseudomonas sp. GV071	2135754
105394	Nitrosospira multiformis	1231
105395	Rhodococcus sp. OK611	2135731
105397	Pseudomonas sp. GV085	2135756
105398	Luteibacter sp. OK325	2135670
105399	Nitrosospira sp. Nsp2	136548
105400	Novosphingobium sp. GV055	2135690
105401	Rhodococcus sp. OK519	2135729
105404	Agitococcus lubricus	1077255
105405	Trichococcus patagoniensis	382641
105407	Microvirgula aerodenitrificans	57480
105408	Lelliottia sp. WB101	2153385
105416	Dietzia sp. JS16-p6b	2052657
105417	Sinobacteraceae bacterium GT1R17	2029166
105419	Trichococcus paludicola	2052942
105422	Coprothermobacter proteolyticus	35786
105425	Sphaerisporangium cinnabarinum	47482
105427	Pseudomonas sp. RIT 409	2202159
105429	Chromobacterium sp. Panama	2161826
105430	Pseudomonas sp. TC-11	2161748
105431	Pseudomonas indoloxydans	404407
105440	Rhynchosia golden mosaic virus	117198
105461	Lactobacillus sp. DS18_6	2163180
105463	Lactobacillus sp. DS13_6	2163181
105464	Aeromonas sp. w55	2161680
105471	Achromobacter mucicolens	1389922
105475	Geobacter sp. DSM 2909	2135459
105476	Rhodobacter aestuarii	453582
105477	Acidovorax sp. CF301	2135736
105478	Halanaerobium saccharolyticum	43595
105479	Elizabethkingia sp. YR191	2135666
105480	Pseudomonas sp. GV041	2135750
105481	Pseudomonas sp. GV012	2135748
105482	Bacillus sp. OV186	2135741
105483	Massilia sp. GV045	2135672
105484	Variovorax sp. GV040	2135734
105485	Pseudomonas sp. GV054	2135752
105486	Rhodovulum kholense	453584
105487	Sphingomonas faeni	185950
105489	Bacillus sp. OV752	2135742
105490	Pseudomonas sp. GV091	2135758
105491	Massilia sp. GV016	2135671
105492	Breoghania corrubedonensis	665038
105493	Mycobacterium sp. YR782	2135747
105494	Nocardioides sp. CF204	2135677
105495	Nitrosospira sp. Nsp37	2135783
105496	Methylobacterium sp. GV104	2135679
105497	Microbacteriaceae bacterium MWH-Ta3	207608
105498	Saccharopolyspora hirsuta	1837
105499	Asticcacaulis sp. CF398	2135738
105500	Pararhodobacter aggregans	404875
105502	Sphingobacterium faecium	34087
105503	Pontibacter mucosus	1649266
105504	Halanaerobium congolense	54121
105505	Pseudomonas sp. GV021	2135749
105506	Pedobacter sp. YR016	2135719
105507	Pedobacter sp. OK291	2135716
105508	Nocardioides sp. CF167	2135685
105509	Roseivivax pacificus	1267769
105510	Gemmobacter caeni	589035
105511	Gramella gaetbulicola	703340
105512	Melghirimyces profundicolus	1242148
105513	Kordia periserrulae	701523
105514	Litoreibacter ponti	1510457
105518	Nodularia spumigena UHCC 0039	1914872
105520	Zoogloeaceae bacteirum Par-f-2	2080469
105521	Salmonella enterica subsp. enterica serovar Montevideo str. CDC 2009K-0792	1454609
105522	Streptomyces lunaelactis	1535768
105527	Spartobacteria bacterium LR76	2161866
105528	Opitutaceae bacterium EW11	2161865
105529	Verrucomicrobia bacterium LW23	2161867
105530	Opitutus sp. ER46	2161864
105534	Saccharospirillum mangrovi	2161747
105536	Brachyspira hampsonii bv. II	1203226
105539	Saccharospirillum sp. MSK14-1	1897632
105563	Flavobacterium magnum	2162713
105580	Candidatus Similichlamydia epinepheli	1903953
105582	Glaciimonas sp. PCH181	2133943
105583	Halomonas denitrificans	370769
105584	Halomonas sp. BN3-1	2082393
105585	Paracoccus sp. IO390502	2079229
105586	Devosia submarina	1173082
105587	Devosia sp. CM5-1	2082392
105588	Devosia sp. IO390501	2079253
105589	Alteromonas sp. IO390401	2079254
105601	Mangrovicoccus ximenensis	1911570
105643	Lysinibacillus jejuensis	914327
105645	Pantoea sp. RIT 413	2202162
105646	Pseudomonas sp. RIT 412	2202161
105647	Pseudocitrobacter sp. RIT 415	2202163
105648	Pseudomonas sp. RIT 411	2202160
105649	Enterobacter sp. RIT 418	2202164
105651	Burkholderia sp. AU29985	2153378
105653	Muricauda sp. K001	2162892
105654	Nocardioides currus	2133958
105655	Oceaniovalibus sp. YLY08	2136177
105656	Thermodesulfobium acidiphilum	1794699
105658	Novosphingobium sp. GV079	2135693
105659	Acidovorax sp. 107	2135638
105660	Yoonia sediminilitoris	1286148
105661	Novosphingobium sp. GV027	2135689
105662	Paraburkholderia sp. GV068	2135697
105663	Novosphingobium sp. GV061	2135691
105664	Paenisporosarcina sp. OV554	2135694
105665	Pseudomonas sp. GV105	2135759
105666	Elizabethkingia sp. YR214	2135667
105667	Promicromonospora sp. AC04	2135723
105668	Pseudomonas sp. GV047	2135751
105669	Muricauda sp. GCL-11	2169401
105670	Enterobacter sp. OLF	1678677
105671	Methylobacterium currus	2051553
105673	Haloarculaceae archaeon HArcel1	1679096
105678	Bordetella sp. HZ20	2163011
105750	Arthrospira sp. TJSD092	2153484
105751	Paenibacillus sp. CAA11	1532905
105753	Gemmobacter sp. HYN0069	2169400
105754	Pseudomonas sp. HMWF032	2056866
105755	Acidovorax sp. HMWF029	2056863
105756	Aeromonas sp. HMWF036	2056869
105757	Pseudomonas sp. HMWF034	2056867
105758	Caulobacter sp. HMWF025	2056860
105759	Stenotrophomonas sp. HMWF023	2056859
105760	Pseudomonas sp. HMWF021	2056857
105761	Pedobacter sp. HMWF019	2056856
105762	Acidovorax sp. HMWF018	2056855
105763	Aeromonas sp. HMWF016	2056852
105764	Aeromonas sp. HMWF014	2056850
105765	Arthrobacter sp. HMWF013	2056849
105766	Caulobacter sp. HMWF009	2056846
105767	Aeromonas sp. HMWF015	2056851
105768	Chryseobacterium sp. HMWF001	2056839
105770	Microbacterium sp. HMWF026	2056861
105772	Pseudomonas sp. HMWF010	2056847
105773	Aeromonas sp. HMWF017	2056853
105775	Colwellia sp. Arc7-D	2161872
105802	Lactobacillus sp. DS22_6	2153227
105803	Lactobacillus sp. DS2_6	2153225
105804	Lactobacillus sp. DS15_6	2153226
105805	Lactobacillus sp. DS9_6	2153229
105806	Lactobacillus sp. DS3_6	2153228
105808	Lactobacillus sp. DS1_6	2153230
105810	Bradyrhizobium algeriense	634784
105855	Pseudoarcobacter caeni	1912877
105856	Limnohabitans sp. WS1	1100726
105857	Arcobacter sp. RW43-9	1912876
105858	Limnohabitans sp. T6-5	1100724
105859	Limnohabitans sp. MMS-10A-192	1835769
105860	Limnohabitans sp. Bal53	1977910
105861	Limnohabitans sp. MMS-10A-178	1835767
105862	Limnohabitans sp. JirII-29	1835756
105863	Limnohabitans sp. 2KL-17	1100704
105864	Limnohabitans sp. 2KL-1	1100699
105865	Limnohabitans parvus II-B4	1293052
105866	Limnohabitans curvus	323423
105867	Limnohabitans sp. T6-20	1100725
105868	Limnohabitans sp. MMS-10A-160	1835766
105869	Limnohabitans sp. Jir61	1826168
105870	Aminobacter sp. MSH1	374606
105871	Limnohabitans sp. Jir72	1977909
105872	Limnohabitans sp. Hippo4	1826167
105873	Catenovulum sp. CCB-QB4	2172099
105874	Limnohabitans sp. 2KL-51	1977911
105875	Limnohabitans sp. Hippo3	1597956
105876	Limnohabitans sp. Rim8	1100718
105877	Enterobacteriaceae bacterium S05	2052938
105887	Escherichia sp. R8	2161825
105907	Geobacillus sp. LYN3	2169582
105943	Polynucleobacter difficilis	556054
105944	Polynucleobacter acidiphobus	556053
105945	Corynebacterium sp. 2183	2080740
105946	Mycetocola sp. 449	2079792
105949	Salinibacterium sp. CGMCC 1.16371	2079791
105955	Aeromicrobium sp. 592	2079793
106059	Microbacteriaceae bacterium 13S1-3	2144185
106198	Legionella taurinensis	70611
106203	Flavobacterium sp. WLB	2161662
106205	Corynebacterium sp. 2184	2079535
106206	Agromyces sp. 30A	2080742
106211	Temnothorax curvispinosus	300111
106214	Sphingobacterium sp. M46	2152717
106219	Chitinophaga parva	2169414
106220	Methyloceanibacter sp. wino2	2170729
106221	Chitinophaga costaii	1335309
106222	Rhodobacter blasticus	1075
106226	Salmonella enterica subsp. enterica serovar Montevideo str. CDC 2010K-0257	1454613
106233	Enterobacter cloacae complex sp. FDA-CDC-AR_0164	2077136
106255	Rhodobacteraceae bacterium BH-SD16	2170577
106257	Pelagivirga sediminicola	2170575
106274	Candidatus Kinetoplastibacterium sorsogonicusi	1576550
106275	Candidatus Fokinia solitaria	1802984
106276	Polynucleobacter rarus	556055
106279	Gammaproteobacteria bacterium DM2	2169539
106286	Salmonella enterica subsp. enterica serovar Legon	2052597
106299	Pomacea canaliculata	400727
106300	Acuticoccus kandeliae	2073160
106301	Euzebya rosea	2052804
106303	Bacillus acanthi	2171554
106306	Phytobacter sp. SCO41	1756993
106310	Lysinibacillus sp. 2017	2169540
106315	Actinotignum sp. 313	2171980
106341	Miniimonas sp. S16	2171623
106342	Streptomyces nigra	1827580
106346	Euzebya tangerina	591198
106372	Sphingomonas sp. TPD3009	2171625
106376	Zobellella maritima	2059725
106377	Maribacter litoralis	2059726
106378	Labrenzia sp. 011	2171494
106379	Blastococcus litoris	2171622
106390	Arthrobacter sp. TPD3018	2171974
106394	Microbacterium sp. TPD7012	2171975
106395	Microvirga sp. KLBC 81	1862707
106396	Terrimonas sp. NS-102	2171976
106397	Arthrobacter sp. Bz4	2171979
106430	Nocardioides sp. WSJ-1	2138300
106437	Microbulbifer sp. A4B17	359370
106445	Flavobacterium faecale	1355330
106446	Flavobacterium kingsejongi	1678728
106448	Alcaligenes aquatilis	323284
106452	Candidatus Borrelia tachyglossi	1964448
106453	Sphingobacterium sp. 2c-3	2171749
106458	Pararhodobacter sp. AM505	2172121
106470	Salmonella enterica subsp. enterica serovar Carrau	1160739
106486	Salmonella enterica subsp. enterica serovar Freetown	1151179
106495	Salmonella enterica subsp. enterica serovar Giessen	2172528
106514	Salmonella enterica subsp. enterica serovar Altona	1151173
106527	Enterobacter sp. HN503E2II	2041079
106529	Enterobacter sp. PN108E5IIB	2041080
106533	Arachis hypogaea	3818
106534	Streptococcus sp. Z15	2173853
106536	Stenotrophomonas sp. ZAC14D2_NAIMI4_7	2072405
106537	Stenotrophomonas sp. SAU14A_NAIMI4_8	2072409
